GO:0047529
GO:0015643
GO:0052821
GO:0004590
GO:0045145
GO:0031419
GO:0005345
GO:0043682
GO:0005384
GO:0004750
GO:0008324
GO:0043885
GO:0051745
GO:0003935
GO:0008073
GO:0050279
GO:0036200
GO:0017137
GO:0008758
GO:0016880
GO:0008413
GO:0052908
GO:0003874
GO:0033848
GO:0008134
GO:0016810
GO:0032448
GO:0070181
GO:0050256
GO:0000155
GO:0008047
GO:0005507
GO:0016852
GO:0004594
GO:0050163
GO:0016165
GO:0015616
GO:0004386
GO:0052618
GO:0008968
GO:0015413
GO:0004842
GO:0033958
GO:0030248
GO:0008556
GO:0034335
GO:0030170
GO:0043904
GO:0008121
GO:0008872
GO:0008772
GO:0004674
GO:0047389
GO:0102252
GO:0019825
GO:0018799
GO:0106026
GO:0050223
GO:0000287
GO:0004644
GO:0003697
GO:0034025
GO:0004748
GO:0009009
GO:0047974
GO:0008483
GO:0043365
GO:0016655
GO:0009028
GO:0051287
GO:0070566
GO:0016758
GO:0047067
GO:0008720
GO:0047150
GO:0002134
GO:0009012
GO:0004340
GO:0004503
GO:0018805
GO:0004399
GO:0046820
GO:0005344
GO:0015609
GO:0019150
GO:0017151
GO:0018597
GO:0008879
GO:0032549
GO:0097351
GO:0047917
GO:0008478
GO:0015184
GO:0047121
GO:0004779
GO:0018710
GO:0050897
GO:0103039
GO:0009046
GO:0035888
GO:0016433
GO:0004310
GO:0047900
GO:0070905
GO:0061602
GO:0042626
GO:0044212
GO:0008768
GO:0050385
GO:0045148
GO:0015436
GO:0016882
GO:0000179
GO:0032575
GO:0008970
GO:0008835
GO:0035539
GO:0047840
GO:0022857
GO:0004829
GO:0004452
GO:0047113
GO:0008888
GO:0102299
GO:0004526
GO:0003848
GO:0008177
GO:0034611
GO:0008080
GO:0008097
GO:0052739
GO:0001108
GO:0061599
GO:0008819
GO:0033613
GO:0018818
GO:0015462
GO:0047652
GO:0004131
GO:0003868
GO:0003863
GO:0033748
GO:0016740
GO:0047972
GO:0008876
GO:0008792
GO:0033677
GO:0005354
GO:0008934
GO:0033204
GO:0050484
GO:0004176
GO:0008375
GO:0018456
GO:0030507
GO:0018802
GO:0035731
GO:0004040
GO:0050515
GO:0008787
GO:0050292
GO:0008878
GO:0015438
GO:0004788
GO:0047545
GO:0061693
GO:0004377
GO:0016778
GO:0016798
GO:0050140
GO:0000822
GO:0016207
GO:0016795
GO:0015021
GO:0047553
GO:0047154
GO:0004089
GO:0043752
GO:0015562
GO:0004325
GO:0016836
GO:0051575
GO:0102391
GO:0000175
GO:0016989
GO:0008716
GO:0047693
GO:0003856
GO:0047844
GO:0008553
GO:0008779
GO:0004824
GO:0004475
GO:0047929
GO:0035438
GO:0015667
GO:0090729
GO:0008296
GO:0060698
GO:0008863
GO:0051063
GO:0008986
GO:0016879
GO:0015572
GO:0036422
GO:0004749
GO:0102908
GO:0051213
GO:0004527
GO:0008854
GO:0004532
GO:0036311
GO:0009045
GO:0016614
GO:0070406
GO:0052764
GO:0031072
GO:0004137
GO:0097100
GO:0016878
GO:0003922
GO:0034005
GO:0019899
GO:0015441
GO:0070538
GO:0004024
GO:0052693
GO:0050519
GO:0052680
GO:0044603
GO:0004482
GO:0004512
GO:0008263
GO:0004635
GO:0015078
GO:0000049
GO:0003977
GO:0004813
GO:0008234
GO:0047991
GO:0000309
GO:0102229
GO:0003779
GO:0008976
GO:0047075
GO:0008756
GO:0004614
GO:0018753
GO:0047584
GO:0050084
GO:0000150
GO:0009041
GO:0000166
GO:0043273
GO:0047609
GO:0030975
GO:0003729
GO:0047527
GO:0009030
GO:0004148
GO:0003917
GO:0043884
GO:0005518
GO:0050083
GO:0004494
GO:0018859
GO:0016979
GO:0051499
GO:0008320
GO:0009975
GO:0050695
GO:0016823
GO:0050470
GO:0016763
GO:0016627
GO:0008940
GO:0050518
GO:0043798
GO:0045300
GO:0008922
GO:0005319
GO:0030246
GO:0035312
GO:0051212
GO:0004149
GO:0004311
GO:0050560
GO:0052619
GO:0048502
GO:0047471
GO:0030145
GO:0052692
GO:0018861
GO:0047817
GO:0090612
GO:0004736
GO:0004806
GO:0018459
GO:0048039
GO:0034040
GO:0018800
GO:0003678
GO:0004081
GO:0017108
GO:0047465
GO:0004576
GO:0033739
GO:0047954
GO:0004412
GO:0009381
GO:0033999
GO:0008727
GO:0004400
GO:0004743
GO:0003904
GO:0030613
GO:0036356
GO:0008966
GO:0003755
GO:0003905
GO:0032357
GO:0004401
GO:0030234
GO:0046812
GO:0008108
GO:0008783
GO:0051907
GO:0009881
GO:0043726
GO:0001000
GO:0018648
GO:0047721
GO:0043750
GO:0004138
GO:0034459
GO:0004332
GO:0008738
GO:0008477
GO:0004556
GO:0035375
GO:0009007
GO:0003920
GO:0016817
GO:0061712
GO:0048038
GO:0050225
GO:0016154
GO:0017110
GO:0009038
GO:0061501
GO:0102264
GO:0043751
GO:0008463
GO:0004540
GO:0009017
GO:0043878
GO:0051787
GO:0102710
GO:0016301
GO:0018492
GO:0004765
GO:0016887
GO:0050192
GO:0004844
GO:0003924
GO:0071111
GO:0019158
GO:0015419
GO:0002094
GO:0019104
GO:0004015
GO:0047700
GO:0017113
GO:0001968
GO:0004136
GO:0004630
GO:0016767
GO:0036361
GO:0009024
GO:0009020
GO:0031176
GO:0008706
GO:0008695
GO:0051392
GO:0004715
GO:0070403
GO:0017168
GO:0003824
GO:0015208
GO:0047869
GO:0047334
GO:0035595
GO:0004825
GO:0016743
GO:0008757
GO:0008817
GO:0046983
GO:0001073
GO:0008763
GO:0003714
GO:0050572
GO:0008820
GO:0032843
GO:0050066
GO:0015093
GO:0004044
GO:0000900
GO:0052911
GO:0043880
GO:0004035
GO:0018706
GO:0016833
GO:0008685
GO:0032556
GO:0003826
GO:0047540
GO:0043906
GO:0047441
GO:0102040
GO:0015035
GO:0008199
GO:0004427
GO:0004001
GO:0050278
GO:0004856
GO:0005536
GO:0016209
GO:0016831
GO:0034480
GO:0004450
GO:0061594
GO:0015291
GO:0034618
GO:0008784
GO:0004071
GO:0004735
GO:0004316
GO:0004416
GO:0050531
GO:0005524
GO:0016625
GO:0008276
GO:0050510
GO:0000286
GO:0032450
GO:0070041
GO:0008171
GO:0018788
GO:0030570
GO:0000985
GO:0016805
GO:0018697
GO:0043023
GO:0017116
GO:0008852
GO:0050532
GO:0005525
GO:0046917
GO:0008796
GO:0008094
GO:0004592
GO:0004155
GO:0008659
GO:0008694
GO:0001406
GO:0070404
GO:0004525
GO:0051500
GO:0061598
GO:0004425
GO:0044374
GO:0047695
GO:0008127
GO:0047727
GO:0004520
GO:0034701
GO:0030697
GO:1990404
GO:0047419
GO:0004818
GO:0004106
GO:0008807
GO:0010855
GO:0034200
GO:0003984
GO:0000908
GO:0008235
GO:0008868
GO:0005471
GO:0004008
GO:0047611
GO:0031418
GO:0003996
GO:0050565
GO:0070011
GO:0008270
GO:0004781
GO:0004017
GO:0002953
GO:0046992
GO:0051015
GO:0008650
GO:0008815
GO:0009025
GO:0043907
GO:0004252
GO:0008740
GO:0052636
GO:0050194
GO:0050096
GO:0043531
GO:0008973
GO:0008428
GO:0016840
GO:0009029
GO:0050311
GO:0009037
GO:0043775
GO:0016779
GO:0008448
GO:0102007
GO:0030340
GO:0009883
GO:0004462
GO:0016675
GO:0004019
GO:0050242
GO:0008906
GO:0043856
GO:0102023
GO:0004817
GO:0004828
GO:0015169
GO:0015612
GO:0042380
GO:0008936
GO:0090586
GO:0008831
GO:0008765
GO:0019200
GO:0044600
GO:0008301
GO:0098848
GO:0033850
GO:0015080
GO:0030729
GO:0050110
GO:0070095
GO:0034001
GO:0009022
GO:0015162
GO:0043743
GO:0004574
GO:0016812
GO:0003960
GO:0003887
GO:0004145
GO:0004523
GO:0004397
GO:0047480
GO:0034353
GO:0015408
GO:0031409
GO:0008479
GO:0047770
GO:0043773
GO:0042803
GO:0004363
GO:0052833
GO:0050570
GO:0005385
GO:0003952
GO:0047059
GO:0052929
GO:0051082
GO:0008908
GO:0016866
GO:0008289
GO:0004488
GO:0034545
GO:0018838
GO:0050023
GO:0050394
GO:0016150
GO:0008901
GO:0016672
GO:0047443
GO:0050662
GO:0016725
GO:0008910
GO:0015489
GO:0047294
GO:0004324
GO:0004049
GO:0050308
GO:0033296
GO:0030151
GO:0004722
GO:0032561
GO:0050611
GO:0052577
GO:0047590
GO:0047725
GO:0046555
GO:0016152
GO:0061603
GO:0016966
GO:0004174
GO:0050270
GO:0050297
GO:0004636
GO:0004197
GO:0004725
GO:0051060
GO:0015418
GO:0004088
GO:0019203
GO:0016706
GO:0050487
GO:0050622
GO:0004346
GO:0050555
GO:0008484
GO:0004087
GO:0061799
GO:0003684
GO:0004356
GO:0008677
GO:0046556
GO:0004816
GO:0047120
GO:0004417
GO:0016262
GO:0003921
GO:0008953
GO:0004016
GO:0008937
GO:0015926
GO:0016832
GO:0048031
GO:0016783
GO:0008884
GO:0015188
GO:0004751
GO:0047133
GO:0047942
GO:0047451
GO:0032067
GO:0009374
GO:0102481
GO:0008766
GO:0047134
GO:0008730
GO:0003677
GO:0004038
GO:0033926
GO:0036423
GO:0097718
GO:0004612
GO:0004357
GO:0034979
GO:0004528
GO:0004585
GO:0004115
GO:0003913
GO:0015666
GO:0044877
GO:0008962
GO:0004558
GO:0004159
GO:0004857
GO:0044715
GO:0043621
GO:0089715
GO:0034024
GO:0102210
GO:0030295
GO:0004833
GO:0016405
GO:0047473
GO:0004638
GO:0018756
GO:0004364
GO:0004151
GO:0033883
GO:0030612
GO:0000907
GO:0030492
GO:0018620
GO:0043814
GO:0003850
GO:0047828
GO:0047395
GO:0032791
GO:0008998
GO:0015658
GO:0050583
GO:0003864
GO:0008949
GO:0017124
GO:0032136
GO:0042242
GO:0005034
GO:0047971
GO:0043818
GO:0008764
GO:0004783
GO:0003680
GO:0019144
GO:0031956
GO:0050661
GO:0008742
GO:0004422
GO:0008430
GO:0004053
GO:0004647
GO:0003987
GO:0000976
GO:0004849
GO:0004601
GO:0102527
GO:0120147
GO:0019165
GO:0043908
GO:0043866
GO:0030371
GO:0009000
GO:0004181
GO:0019136
GO:0000774
GO:0004618
GO:0004591
GO:0090614
GO:0071949
GO:0015430
GO:0046993
GO:0004633
GO:0005504
GO:0052737
GO:0009927
GO:0015444
GO:0015192
GO:0020037
GO:0015450
GO:0019787
GO:0016849
GO:0018525
GO:0042623
GO:0004177
GO:0004521
GO:0046429
GO:0050355
GO:0019134
GO:0042301
GO:0008649
GO:0008771
GO:0008890
GO:0102276
GO:0018685
GO:0018551
GO:0043565
GO:0008996
GO:0035529
GO:0004797
GO:0047753
GO:0016861
GO:0031249
GO:0030772
GO:0004150
GO:0015087
GO:0016903
GO:0042954
GO:0070180
GO:0004493
GO:0047456
GO:0016746
GO:0004061
GO:0004076
GO:0004589
GO:0016891
GO:0004132
GO:0043802
GO:0008798
GO:0047868
GO:0004654
GO:0017111
GO:0004020
GO:0016782
GO:0003886
GO:0004641
GO:0070040
GO:0008995
GO:0004645
GO:0004045
GO:0047304
GO:0008777
GO:0004161
GO:0004530
GO:0050567
GO:0031459
GO:0000014
GO:0008841
GO:0003934
GO:0047257
GO:0004565
GO:0008865
GO:0047111
GO:0043722
GO:0003883
GO:0015445
GO:0004756
GO:0071161
GO:0051996
GO:0008941
GO:0008889
GO:0004056
GO:0004737
GO:0004392
GO:0001530
GO:0003972
GO:0031402
GO:0018468
GO:0008741
GO:0061605
GO:0004553
GO:0004003
GO:0047694
GO:0047931
GO:0050439
GO:0043916
GO:0015668
GO:0052689
GO:2001070
GO:0008559
GO:0019807
GO:0004371
GO:0048029
GO:0035485
GO:0008824
GO:0070336
GO:0016984
GO:0016018
GO:0015097
GO:0070006
GO:0030976
GO:0016881
GO:0008828
GO:0019002
GO:0070733
GO:0010698
GO:0032217
GO:0047388
GO:0043364
GO:0004476
GO:0000156
GO:0005381
GO:0004623
GO:0008236
GO:0030552
GO:0002135
GO:0032564
GO:0016780
GO:0071160
GO:0052928
GO:0008928
GO:0051989
GO:0008509
GO:0097098
GO:0019904
GO:0001150
GO:0043177
GO:0034015
GO:0015592
GO:0051699
GO:0008703
GO:0051538
GO:0015412
GO:0001216
GO:0008201
GO:0016671
GO:0047445
GO:0004784
GO:0004799
GO:0004789
GO:0047585
GO:0050545
GO:0030955
GO:0016854
GO:0050009
GO:0008887
GO:0004489
GO:0016773
GO:0019829
GO:0004826
GO:0042931
GO:0004815
GO:0033786
GO:0016896
GO:0043715
GO:0004637
GO:0004413
GO:0008700
GO:0061711
GO:0009982
GO:0033972
GO:0052914
GO:0008670
GO:0004820
GO:0003727
GO:0018522
GO:0052857
GO:0004333
GO:0045152
GO:0004451
GO:0004337
GO:0050093
GO:0035496
GO:0003983
GO:0018858
GO:0030385
GO:0046566
GO:0004550
GO:0102567
GO:0004845
GO:0004372
GO:0000121
GO:0009027
GO:0016765
GO:0050060
GO:0018169
GO:0051266
GO:0015226
GO:0046565
GO:0019147
GO:0017118
GO:0050097
GO:0004355
GO:0047482
GO:0033898
GO:0003861
GO:0004819
GO:0008233
GO:0003916
GO:0050418
GO:0102573
GO:0034000
GO:0008776
GO:0003730
GO:0015662
GO:0102130
GO:0043141
GO:0015417
GO:0097077
GO:0070628
GO:0070063
GO:0008816
GO:0009032
GO:0102480
GO:0016874
GO:0008186
GO:0004070
GO:0046583
GO:0051065
GO:0050032
GO:0047474
GO:0005275
GO:0047475
GO:0008801
GO:0045340
GO:0045735
GO:0050299
GO:0003723
GO:0008697
GO:0015638
GO:0015437
GO:0042586
GO:0003994
GO:0008942
GO:0001017
GO:0015267
GO:0050587
GO:0015611
GO:0009039
GO:0047488
GO:0008882
GO:0005324
GO:0033727
GO:0018798
GO:0048474
GO:0008173
GO:0003941
GO:0016838
GO:1990238
GO:0003918
GO:0015620
GO:0008979
GO:0000405
GO:0004190
GO:0003735
GO:0004798
GO:0035250
GO:0050074
GO:0015411
GO:0016747
GO:0018814
GO:0019177
GO:0016776
GO:0015086
GO:0050393
GO:0034039
GO:0070273
GO:0050538
GO:0004470
GO:0003954
GO:0019862
GO:0015407
GO:0005315
GO:0043721
GO:0004830
GO:0047143
GO:0008948
GO:0008744
GO:0047878
GO:0004478
GO:0004458
GO:0008551
GO:0016213
GO:0042277
GO:0050467
GO:0003909
GO:0003959
GO:0010181
GO:0009496
GO:0140032
GO:0016987
GO:0102313
GO:0102131
GO:0008972
GO:0050286
GO:0061473
GO:0004655
GO:0034004
GO:0019154
GO:0016462
GO:0047343
GO:0000984
GO:0008312
GO:0033558
GO:0008963
GO:0005304
GO:0015036
GO:0015238
GO:0046872
GO:0050564
GO:0019164
GO:0045156
GO:0004517
GO:0008821
GO:0016437
GO:0016407
GO:0005198
GO:0003747
GO:0008728
GO:0009036
GO:0052927
GO:0004141
GO:0008494
GO:0008781
GO:0030350
GO:0009378
GO:0033982
GO:0003743
GO:0015292
GO:0048037
GO:0008657
GO:0043783
GO:0047548
GO:0009055
GO:0008860
GO:0042314
GO:0008254
GO:0004632
GO:0016597
GO:0042834
GO:0016857
GO:0019239
GO:0008092
GO:0044716
GO:0004112
GO:0004075
GO:0047808
GO:0050490
GO:0070204
GO:0005102
GO:0004588
GO:0008804
GO:0033763
GO:0008909
GO:0005047
GO:0032567
GO:0047490
GO:0000104
GO:0008993
GO:0050473
GO:0052740
GO:0043765
GO:0019143
GO:0003939
GO:0016722
GO:0003879
GO:0103012
GO:0046810
GO:0001047
GO:0042781
GO:0008534
GO:0003724
GO:0008081
GO:0004810
GO:0004827
GO:0004077
GO:0016668
GO:0140035
GO:0016639
GO:0050338
GO:0004808
GO:0016709
GO:0008965
GO:0015591
GO:0050021
GO:0035598
GO:0061710
GO:0008641
GO:0052869
GO:0046933
GO:0047831
GO:0004474
GO:0003847
GO:0008443
GO:0045127
GO:0043532
GO:2001065
GO:0008531
GO:0004063
GO:0004555
GO:0047777
GO:0017150
GO:1990002
GO:0016791
GO:0003899
GO:0033719
GO:0046522
GO:0016811
GO:0043874
GO:0043546
GO:0047798
GO:0015594
GO:0016002
GO:0036397
GO:0002935
GO:0046873
GO:0004298
GO:0004152
GO:0043755
GO:0004326
GO:0036380
GO:0004634
GO:0008441
GO:0018628
GO:0043136
GO:0016888
GO:0043737
GO:0008877
GO:0052832
GO:0002057
GO:0008704
GO:0034028
GO:0008743
GO:0003914
GO:0046961
GO:0018564
GO:0016992
GO:0046316
GO:0036524
GO:0052868
GO:0047789
GO:0050218
GO:0051536
GO:0103025
GO:0033978
GO:0046523
GO:0003951
GO:0004518
GO:0008408
GO:0070402
GO:0050053
GO:0008668
GO:0004419
GO:0018523
GO:0004175
GO:0015446
GO:0047837
GO:0050138
GO:0004712
GO:0102121
GO:0032296
GO:0010436
GO:0031404
GO:0102561
GO:0005216
GO:0102132
GO:0016772
GO:0008686
GO:0030973
GO:0015190
GO:0004385
GO:0004803
GO:0008834
GO:0008294
GO:0004467
GO:0008106
GO:0008810
GO:0019172
GO:0004349
GO:0004831
GO:0052906
GO:0000030
GO:0051539
GO:0031218
GO:0004048
GO:0016803
GO:0016161
GO:0004140
GO:0015614
GO:0016813
GO:0035599
GO:0004642
GO:0004652
GO:0004724
GO:0031403
GO:0008452
GO:0016151
GO:0046570
GO:0010334
GO:0033676
GO:0050480
GO:0016869
GO:0004321
GO:0016163
GO:0008982
GO:0004860
GO:0004370
GO:0042802
GO:0047434
GO:0004822
GO:0016787
GO:0035446
GO:0003756
GO:0003681
GO:0052822
GO:0003872
GO:0047435
GO:0070290
GO:0008168
GO:0004805
GO:0008893
GO:0004673
GO:0008832
GO:0016853
GO:0102302
GO:0032794
GO:0070573
GO:0042959
GO:0045158
GO:0004424
GO:0008683
GO:0008026
GO:0071972
GO:0003852
GO:0047238
GO:0004022
GO:0015415
GO:0016616
GO:0015049
GO:0004595
GO:0000721
GO:0051903
GO:0047683
GO:0000986
GO:0102560
GO:0003688
GO:0003877
GO:0043175
GO:0016892
GO:0008143
GO:0052855
GO:0046914
GO:0016818
GO:0016757
GO:0008666
GO:0018817
GO:0008311
GO:0009019
GO:0016701
GO:0071667
GO:0047711
GO:0043169
GO:0046421
GO:0009035
GO:0003993
GO:0004559
GO:0042577
GO:0008083
GO:0008379
GO:0050492
GO:0003991
GO:0042132
GO:0016149
GO:0033785
GO:0000703
GO:0016679
GO:0016628
GO:0005342
GO:0008253
GO:0005509
GO:0008867
GO:0050228
GO:0004775
GO:0004738
GO:0008959
GO:0004000
GO:0050071
GO:0004658
GO:0103047
GO:0031216
GO:0000400
GO:0004659
GO:0016682
GO:0052923
GO:1904680
GO:0016730
GO:0008892
GO:0004631
GO:0047516
GO:0033592
GO:0052873
GO:0102127
GO:0001072
GO:0008967
GO:1990594
GO:0070497
GO:1901359
GO:0043815
GO:0008310
GO:0003676
GO:0043716
GO:0008470
GO:0046982
GO:0019534
GO:0042279
GO:0005291
GO:0008987
GO:0016669
GO:0004534
GO:0034008
GO:0050081
GO:0015416
GO:0030341
GO:0050483
GO:0003999
GO:0008737
GO:0004143
GO:0016829
GO:0003953
GO:0008663
GO:0097216
GO:0004157
GO:0015234
GO:0003725
GO:0097163
GO:0043897
GO:0034909
GO:0008898
GO:0098531
GO:0018583
GO:0002196
GO:0052751
GO:0016636
GO:0097063
GO:0019843
GO:0004604
GO:0002058
GO:0052717
GO:0008672
GO:0015645
GO:0047086
GO:0004004
GO:0050415
GO:0102026
GO:0015343
GO:0003700
GO:0050559
GO:0070025
GO:0015439
GO:0048027
GO:0002161
GO:0018662
GO:0004127
GO:0033863
GO:0008897
GO:0033743
GO:0019156
GO:0052916
GO:0003938
GO:0015633
GO:0004042
GO:0042410
GO:0004713
GO:0106029
GO:0004536
GO:0008146
GO:0004329
GO:0000701
GO:0042895
GO:0050347
GO:0008701
GO:0004814
GO:0030604
GO:0046537
GO:0004515
GO:0000062
GO:0046870
GO:0051116
GO:0003911
GO:0034336
GO:0004096
GO:0016702
GO:0016788
GO:0008170
GO:0061733
GO:0032451
GO:0043899
GO:0004126
GO:0004471
GO:0050136
GO:1905576
GO:0004613
GO:0047489
GO:0015148
GO:0102300
GO:0035368
GO:0004335
GO:0015191
GO:0016851
GO:0004170
GO:0008994
GO:0018819
GO:0103117
GO:0008912
GO:0004484
GO:0008989
GO:0047577
GO:0008921
GO:0001727
GO:0046558
GO:0016790
GO:0043895
GO:0008671
GO:0022885
GO:0016835
GO:0047689
GO:0008927
GO:0051087
GO:0043168
GO:0005347
GO:0008759
GO:0008662
GO:0030769
GO:0018860
GO:0016041
GO:0050300
GO:0003963
GO:0015038
GO:0004029
GO:0004557
GO:0050043
GO:0004657
GO:0004309
GO:0009385
GO:0019213
GO:0004519
GO:0032553
GO:0019206
GO:0000034
GO:0052381
GO:0043024
GO:0009392
GO:0034057
GO:0004455
GO:0004529
GO:0047911
GO:0009014
GO:0047631
GO:0016530
GO:0047110
GO:0103053
GO:0018645
GO:0009678
GO:0033862
GO:0042888
GO:0046553
GO:0047400
GO:0016463
GO:0003919
GO:0033680
GO:0015424
GO:0004123
GO:0034027
GO:0018850
GO:0043236
GO:0033797
GO:0008661
GO:0008144
GO:0034784
GO:0004362
GO:0050626
GO:0035597
GO:0035870
GO:0033910
GO:0015168
GO:0036055
GO:0045154
GO:0003871
GO:0005388
GO:0004456
GO:0004730
GO:0052657
GO:0043771
GO:0001884
